"Coco"~"REALD 3D"~"0"~"1"~"1"~"0"~"10:30am"~"11:30am"~"2:30pm"~"6:00pm"~"9:30pm"
"Coco"~"REALD 3D"~"1"~"1"~"1"~"0"~"12:30pm"~"4:00pm"
"Coco"~"DIGITAL"~"0"~"0"~"0"~"1"~"10:30am"~"2:00pm"
"Coco"~"DIGITAL"~"0"~"1"~"1"~"0"~"11:00am"~"1:30pm"~"4:45pm"~"5:30pm"~"8:00pm"~"8:45pm"~"11:15pm"
"Coco"~"DIGITAL"~"1"~"1"~"1"~"0"~"11:45am"~"3:15pm"~"6:45pm"~"7:30pm"~"10:00pm"~"10:45pm"
"Justice League"~"REALD 3D"~"1"~"1"~"1"~"0"~"11:30am"~"2:30pm"~"6:00pm"~"9:15pm"
"Justice League"~"REALD 3D"~"0"~"1"~"1"~"0"~"1:00pm"~"7:30pm"~"10:30pm"
"Justice League"~"DIGITAL"~"0"~"1"~"1"~"0"~"10:30am"~"12:15pm"~"3:30pm"~"4:15pm"~"6:45p"~"9:45pm"
"Justice League"~"DIGITAL"~"1"~"1"~"1"~"0"~"1:45pm"~"5:00pm"~"8:00pm"~"8:30pm"~"11:15pm"
"Wonder"~"DIGITAL"~"0"~"1"~"1"~"0"~"10:45am"~"11:30am"~"2:15pm"~"5:00pm"~"8:15pm"~"11:15pm"
"Wonder"~"DIGITAL"~"1"~"1"~"1"~"0"~"12:45pm"~"3:45pm"~"7:00pm"~"10:15pm"
"Thor: Ragnarok"~"REALD 3D"~"0"~"1"~"1"~"0"~"12:45pm"~"4:15pm"
"Thor: Ragnarok"~"DIGITAL"~"0"~"1"~"1"~"0"~"10:45am"~"11:45am"~"2:45pm"~"6:15pm"~"7:45pm"~"9:15pm"~"10:45pm"
"Thor: Ragnarok"~"DIGITAL"~"1"~"1"~"1"~"0"~"2:00pm"~"5:15pm"
"Daddy's Home 2"~"DIGITAL"~"0"~"1"~"1"~"0"~"10:30am"~"1:15pm"~"4:30pm"~"7:00pm"~"9:15pm"~"10:00pm"
"Daddy's Home 2"~"DIGITAL"~"1"~"1"~"1"~"0"~"12:00pm"~"2:45pm"~"5:45pm"~"8:45pm"
"Murder On The Orient Express"~"DIGITAL"~"0"~"1"~"1"~"0"~"10:45am"~"4:45pm"~"6:15pm"~"7:45pm"~"10:30pm"
"The Star"~"DIGITAL"~"1"~"1"~"1"~"0"~"11:15am"
"The Star"~"DIGITAL"~"0"~"1"~"1"~"0"~"1:45pm"~"4:30pm"~"7:00pm"~"9:30pm"
"Three Billboards Outside Ebbing Missouri"~"DIGITAL"~"0"~"1"~"1"~"0"~"11:30am"~"1:30pm"~"2:15pm"~"4:30pm"~"5:30pm"~"7:15pm"~"10:15pm"
"Lady Bird"~"DIGITAL"~"0"~"0"~"0"~"0"~"11:15am"~"1:30pm"~"4:00pm"~"6:45pm"~"9:00pm"
"Roman J. Israel, Esq."~"DIGITAL"~"0"~"1"~"1"~"0"~"11:00am"~"2:00pm"~"4:45pm"~"7:45pm"~"10:45pm"
"The Man Who Invented Christmas"~"DIGITAL"~"0"~"1"~"1"~"0"~"1:45pm"~"3:30pm"~"6:30pm"~"9:30pm"
"Titanic in Dolby Vision"~"DOLBY"~"0"~"0"~"0"~"0"~"12:00pm"~"4:00pm"~"8:00pm"
"A Bad Moms Christmas"~"DIGITAL"~"0"~"1"~"1"~"0"~"11:15am"~"2:15pm"~"5:15pm"~"8:15pm"~"11:00pm"
"Marshall"~"DIGITAL"~"0"~"1"~"1"~"0"~"10:30am"
"Marshall"~"DIGITAL"~"0"~"1"~"1"~"0"~"1:15pm"~"4:15pm"~"7:15pm"~"10:00pm"
"Blade Runner 2049"~"DIGITAL"~"0"~"1"~"1"~"0"~"11:00am"~"2:45pm"~"6:15pm"~"9:45pm"
"Jigsaw"~"DIGITAL"~"0"~"1"~"1"~"0"~"8:30pm"~"11:00pm"
"It"~"DIGITAL"~"0"~"1"~"1"~"0"~"3:15pm"~"9:45pm"
"Happy Death Day"~"DIGITAL"~"0"~"1"~"1"~"0"~"5:30pm"~"11:00pm"
"Kingsman: The Golden Circle"~"DIGITAL"~"0"~"1"~"1"~"0"~"12:00pm"~"6:30pm"
"Geostorm"~"DIGITAL"~"0"~"1"~"1"~"0"~"2:30pm"~"8:15pm"
"The Tad Lost Explorer and The Secret King Of Midas"~"DIGITAL"~"0"~"1"~"1"~"0"~"1:30pm"~"3:45pm"
